cf_px,cf_py,cf_pz,cf_gx,cf_gy,cf_gz,h_px,h_py,h_pz,h_gx,h_gy,hg_z,tiltx,global time,acc_z,h_vel,plat_omega
0.026548983783890496,0.03245722036457342,0.0635696784570434,0.0,0.0,0,1.7814110060507595,-0.015716051832727722,1.02,0.2235990867676981,-0.002080730022171607,1.02,15.607840919865474,0.10055255889892578,0,0.0031489986623379927,156.07840919865473
0.0266570898294327,0.032191794846263916,0.06347594503264736,0.0,0.0,0,1.7814344937242137,-0.015603434907829745,1.02,0.22356496932029135,-0.002045440059891944,1.02,15.606828451409008,0.20049285888671875,0,0.0023577757060842764,0.010124684564658537
0.026657896603404077,0.03257291731987677,0.06381821815170077,0.0,0.0,0,1.7814796351745612,-0.015649481893874027,1.02,0.22358095969284328,-0.002008708950511799,1.02,15.60086211370385,0.3004586696624756,0,0.0038164166473007503,0.05966337705158864
0.026585630690036565,0.032466921508354035,0.06385319240919295,0.0,0.0,0,1.7814377013518894,-0.015667206762183104,1.02,0.22359990862225787,-0.0020436372258934637,1.02,15.60086211370385,0.40040063858032227,0,0.010397182468514132,0.05966337705158864
0.02653927312133345,0.032360251705044835,0.06377507521959389,0.0,0.0,0,1.7814350250000088,-0.015634091275613847,1.02,0.22361015933799488,-0.0020358619751846144,1.02,23.28123716659314,0.5004189014434814,0,0.0030479813223380707,76.8037505288929
0.02655421707156217,0.03253321341342471,0.06393968197202539,0.0,0.0,0,1.7813725628544552,-0.015601637796012058,1.02,0.2236172535437595,-0.002131511690175385,1.02,40.11761044488765,0.6004378795623779,0,0.009143252958432982,168.3637327829451
0.026553011538301908,0.032481390631342415,0.06391782263140561,0.0,0.0,0,1.7813943290184187,-0.01567671017058598,1.02,0.22360515637464332,-0.001999057156795747,1.02,42.98119018449727,0.7004399299621582,0,0.004042238895098216,28.635797396096194
0.026562146011856868,0.032338629813174626,0.06380971584880106,0.0,0.0,0,1.7814104478524495,-0.015701403972272078,1.02,0.22358301957269572,-0.001969696513997062,1.02,41.63801432934179,0.8005633354187012,0,0.003631914607605155,13.431758551554793
0.02649986001600236,0.032618880740182425,0.06398368605830501,0.0,0.0,0,1.7814258031282664,-0.015636714545611795,1.02,0.22360303457398517,-0.0021372176748901605,1.02,36.203259226371415,0.9004979133605957,0,0.008217260611109008,54.34755102970378
0.026680533798018182,0.03254609254503719,0.06383032412469951,0.0,0.0,0,1.7814989694403534,-0.015689868906072015,1.02,0.2235773728290264,-0.002134189952050859,1.02,27.24782315713544,1.000556230545044,0,0.009305111710281266,89.55436069235975
0.02661240688130878,0.032375702662444696,0.06375776959403742,0.0,0.0,0,1.781451819468718,-0.015665327886950825,1.02,0.22358821152110753,-0.0020166602114429725,1.02,27.24782315713544,1.1007769107818604,0,0.004625810958551051,89.55436069235975
0.02660456000568909,0.032571702843217774,0.06396763960496359,0.0,0.0,0,1.7814363176500645,-0.015627668999289638,1.02,0.2236295223297481,-0.0020934110667370207,1.02,27.243839627416925,1.200528860092163,0,0.010435275910346669,0.03983529718514234
0.02669056888618355,0.032549970618321246,0.06378673364936133,0.0,0.0,0,1.7814197613111145,-0.015601981662742443,1.02,0.22358242170211812,-0.0020860071654963557,1.02,10.95075124809602,1.3004584312438965,0,0.004394526174379196,162.93088379320906
0.026550076618457017,0.03236898750725785,0.06380730883850057,0.0,0.0,0,1.7814648302271325,-0.015557010203939932,1.02,0.22358994251758862,-0.0019981330366849754,1.02,23.26842851667781,1.400597095489502,0,0.004169506322471173,123.17677268581791
0.02658604429719383,0.032576879595304274,0.0639046807182663,0.0,0.0,0,1.7814469696759507,-0.01559189561867218,1.02,0.2236148905479015,-0.002100596150357742,1.02,33.342022495789216,1.5004124641418457,0,0.012412639149545534,100.73593979111403
0.02666819485283423,0.03244279204081697,0.06373676106284668,0.0,0.0,0,1.7815334887562406,-0.01555449247855557,1.02,0.2235786409683687,-0.0020475731022539163,1.02,40.11628212797712,1.600447416305542,0,0.008767852836097384,67.74259632187906
0.026470382813291837,0.03240820375018325,0.06384350133420244,0.0,0.0,0,1.7814510970779796,-0.01563617891406502,1.02,0.22358824191229315,-0.0020069856694792444,1.02,42.98318702653157,1.7003984451293945,0,0.0018419802966847692,28.66904898554445
0.02654481265763993,0.03236339919119017,0.06378763009251232,0.0,0.0,0,1.7814337369982607,-0.0156100243347341,1.02,0.22363701254334284,-0.0019836739795468777,1.02,41.63878555041929,1.800520420074463,0,0.006873887654027867,13.444014761122745
0.026663029924892185,0.03245352313947523,0.0637661543776103,0.0,0.0,0,1.781480625970115,-0.01557961045650865,1.02,0.2236241253508949,-0.001972310966963042,1.02,36.212460072674716,1.900545597076416,0,0.007878316068630431,54.263254777445766
0.026532597704216725,0.03253370341819255,0.06391532346654333,0.0,0.0,0,1.7813861196487724,-0.01555529031999716,1.02,0.2235968744809388,-0.0020516626713654577,1.02,27.24512059143888,2.0006039142608643,0,0.0019335469514558687,89.67339481235835
0.026529011651224076,0.03239295931705657,0.06379675159699,0.0,0.0,0,1.7814133853238985,-0.015572775289271376,1.02,0.22361997603,-0.002009660831185188,1.02,15.602112881755914,2.1005892753601074,0,0.0010725692878473896,116.43007709682965
0.026598304708383806,0.032451074452518436,0.06379925203084184,0.0,0.0,0,1.781488710979261,-0.015624867615357975,1.02,0.22357755242907867,-0.0019931437698533726,1.02,2.4313940336005584,2.200587511062622,0,0.005004351074033083,131.70718848155354
